liens:
https://www.actuia.com/thematique/outil-a-destination-du-chercheur-en-ia/
https://www.futura-sciences.com/tech/intelligence-artificielle/actualites/
https://www.lefigaro.fr/tag/intelligence-artificielle
https://www.20minutes.fr/high-tech/
https://www.usinenouvelle.com/ia/
https://atalayar.com/index.php/fr/actualidad/nouvelles-technologies-innovation
https://lexpansion.lexpress.fr/high-tech/
https://datascientest.com/blog-data-ia-actualites
http://www.opex360.com/
https://www.numerama.com/tech/informatique/
https://www.clubic.com/actualites-informatique/
https://siecledigital.fr/
https://www.zdnet.fr/actualites/technologie-3900046190q.htm
https://www.ouest-france.fr/actualite-en-continu/
https://factuel.afp.com/
https://www.defense.gouv.fr/dga/actualites
https://www.les-crises.fr/
https://www.lebigdata.fr/
https://www.journaldunet.com/
https://www.decideo.fr/Communiques_r4.html
https://www.silicon.fr/
